name,age,gender,caste,religion,occupation,education,annual_income,marital_status,district,family_size,ration_card_type,disability_status,bank_account,land_ownership,land_holding_acres,recommended_scheme
Karthik,48,Male,MBC,Christian,Fisher,12th Pass,68237.57,Married,Chennai,6.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Murugan,12,Male,MBC,Muslim,Student,No Formal Education,71758.19,Single,Chennai,3.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
,18,Female,SC,Others,Student,Post Graduate,,Single,Namakkal,3.0,BPL,No,,No,0.0,Free Laptop Scheme
Selvam,19,Female,SC,Hindu,Student,10th Pass,117947.74,Single,Namakkal,3.0,BPL,No,Yes,No,0.0,Pudhumai Penn Scheme
Kavitha,30,Male,SC,Muslim,Unemployed,Post Graduate,135020.89,Single,Nagapattinam,2.0,BPL,No,Yes,No,0.0,CM Internship Programme
Rajan,23,Female,SC,Muslim,Unemployed,Graduate,,Single,Krishnagiri,6.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Divya,12,Female,MBC,Others,Student,12th Pass,44916.46,Single,Thanjavur,6.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Nithya,23,Male,SC,Hindu,Student,10th Pass,157736.13,Single,Virudhunagar,2.0,,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Lakshmi,50,Female,SC,Others,Unorganised Worker,No Formal Education,62374.3,Married,Tirunelveli,2.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Karthik,20,Female,SC,Christian,Student,5th Pass,168766.98,Single,Villupuram,2.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Geetha,43,Female,SC,Others,Self-employed,Post Graduate,105661.95,Single,Coimbatore,4.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Sangeetha,23,Male,SC,Others,Employee,12th Pass,380553.59,Married,Sivaganga,3.0,BPL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Rekha,40,Male,OC,Muslim,Unorganised Worker,No Formal Education,42129.04,Widowed,,3.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Sangeetha,21,Male,BC,Others,Unemployed,Graduate,136802.56,Married,Villupuram,3.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Meena,44,Male,MBC,Muslim,Unemployed,10th Pass,30780.45,Single,Dindigul,4.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Rajan,18,Male,MBC,Hindu,Student,No Formal Education,58113.94,Single,Thanjavur,5.0,BPL,Yes,No,No,0.0,Special School Assistance
Meena,21,Male,ST,Hindu,Student,10th Pass,37595.76,Single,Tiruchirappalli,3.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Venkat,21,Female,BC,Muslim,Unemployed,12th Pass,50622.38,Single,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Priya,24,Male,MBC,Muslim,Unorganised Worker,5th Pass,102667.64,Married,Kancheepuram,2.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Venkat,50,Male,ST,Christian,Construction Worker,No Formal Education,119240.96,,Erode,2.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Nithya,35,Male,ST,Hindu,Toddy Tapper,Post Graduate,39968.22,Married,Krishnagiri,5.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
,71,Female,MBC,Muslim,Farmer,8th Pass,166061.01,Married,Chennai,4.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Rajan,27,Female,BC,Christian,Homemaker,12th Pass,57041.67,Widowed,Dindigul,1.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Nithya,62,Male,SC,Christian,Farmer,No Formal Education,80364.17,,Coimbatore,3.0,BPL,No,Yes,No,2.1,CMCHIS – Chief Minister's Health Insurance
Karthik,39,Female,OC,Hindu,Construction Worker,12th Pass,45070.78,Married,Madurai,3.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Priya,58,Female,MBC,Muslim,Unorganised Worker,Post Graduate,97980.48,Married,Cuddalore,2.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Lakshmi,53,Male,BC,Hindu,Employee,Graduate,55041.29,Married,Erode,2.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Selvam,73,Female,ST,Muslim,Unorganised Worker,Graduate,140536.54,Married,Chennai,2.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Sumathy,24,Female,MBC,Others,Student,Graduate,,Single,Thanjavur,2.0,APL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Kumar,27,Male,BC,Muslim,Self-employed,Graduate,81488.38,Married,Tirunelveli,5.0,,No,Yes,No,0.0,MSME Subsidy Scheme
Geetha,38,Female,MBC,Christian,Homemaker,5th Pass,89105.37,Married,Thanjavur,6.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Priya,39,Male,BC,Others,Unorganised Worker,Graduate,46792.26,Married,Virudhunagar,3.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Sangeetha,49,Female,ST,Muslim,Homemaker,10th Pass,98132.56,Married,Kancheepuram,3.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Arjun,59,Female,SC,Muslim,Employee,10th Pass,130327.47,Married,Dindigul,1.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
Vijay,28,Female,SC,Hindu,Employee,12th Pass,477831.52,Single,Thanjavur,5.0,APL,No,Yes,Yes,2.78,Chief Minister's Green Tamil Nadu Mission
Arjun,52,Female,ST,Hindu,Homemaker,No Formal Education,128826.92,Married,Coimbatore,2.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Murugan,41,Female,BC,Others,Employee,Graduate,66408.34,Single,Tiruchirappalli,5.0,APL,,Yes,No,0.0,Amma Two Wheeler Scheme
Kavitha,30,Female,ST,Hindu,Homemaker,5th Pass,26873.43,Married,Ramanathapuram,6.0,,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Lakshmi,25,Female,MBC,Muslim,Homemaker,,23475.31,Married,Coimbatore,6.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Divya,26,Female,ST,Muslim,Student,Graduate,69140.28,Single,Sivaganga,3.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Nithya,25,Female,MBC,Hindu,Homemaker,Graduate,54869.96,Married,Krishnagiri,3.0,BPL,No,Yes,No,,Cradle Baby Scheme
Divya,47,Female,MBC,Christian,Homemaker,12th Pass,72454.06,Married,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Rekha,24,Female,OC,Christian,Farmer,Graduate,108128.57,Single,Thanjavur,6.0,APL,No,Yes,Yes,0.88,PM Kisan Samman Nidhi
Vijay,23,Female,SC,Christian,Farmer,12th Pass,38533.36,Married,Nagapattinam,5.0,BPL,No,Yes,Yes,1.26,Free Distribution of Seeds and Fertilizers
Arjun,65,Male,BC,Christian,Farmer,5th Pass,157857.19,Married,Tirunelveli,3.0,BPL,No,Yes,Yes,2.49,Free Borewell Scheme for Farmers
Selvam,64,Male,OC,Muslim,Farmer,Post Graduate,109833.5,Married,Tirunelveli,3.0,BPL,No,Yes,Yes,2.78,Crop Insurance Scheme (PMFBY)
Sumathy,26,Male,MBC,Hindu,Farmer,Graduate,178741.62,Married,Salem,6.0,APL,No,Yes,Yes,2.31,Kisan Credit Card Scheme
Kavitha,42,Female,SC,Christian,Farmer,10th Pass,69436.14,Married,Thoothukudi,2.0,BPL,No,Yes,Yes,1.6,Solar Pump Scheme for Farmers
Geetha,39,Female,BC,Hindu,Farmer,5th Pass,200426.46,Married,Tiruchirappalli,5.0,BPL,No,Yes,Yes,3.24,Coconut Development Board Subsidy
Sangeetha,37,Male,MBC,Hindu,Fisher,12th Pass,22265.75,Married,Thoothukudi,3.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Arjun,54,Male,MBC,Hindu,Fisher,No Formal Education,39023.6,Married,Tirunelveli,4.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Selvam,36,Male,ST,Muslim,Fisher,12th Pass,38700.38,Married,Erode,2.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Sangeetha,40,Male,BC,Hindu,Fisher,8th Pass,66135.17,Married,Tirunelveli,6.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Meena,8,Male,MBC,Hindu,Student,No Formal Education,102116.7,Single,Ramanathapuram,4.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Sangeetha,18,Female,OC,Others,Student,Post Graduate,106033.18,Single,Kancheepuram,5.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Nithya,23,Female,ST,Others,Student,10th Pass,185994.03,Single,Chennai,3.0,BPL,No,Yes,No,0.0,Pudhumai Penn Scheme
Rekha,20,Female,SC,Muslim,Unemployed,Post Graduate,142684.4,Single,Tirunelveli,2.0,BPL,No,Yes,No,0.0,CM Internship Programme
Karthik,33,Female,SC,Muslim,Unemployed,Graduate,99445.95,Single,Ramanathapuram,3.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Kumar,10,Female,MBC,Others,Student,5th Pass,82977.34,Single,Erode,5.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Rajan,22,Male,SC,Muslim,Student,10th Pass,32492.91,Single,Chennai,3.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Lakshmi,53,Male,SC,Christian,Farmer,8th Pass,49225.1,Married,Virudhunagar,2.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Sumathy,19,Male,SC,Christian,Student,8th Pass,90336.2,Single,Ramanathapuram,4.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Arjun,30,Female,SC,Muslim,Self-employed,Graduate,67802.81,Single,Madurai,3.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Divya,31,Male,SC,Christian,Self-employed,10th Pass,179097.14,Married,Thanjavur,3.0,BPL,,Yes,No,,Inter-Caste Marriage Incentive
Sumathy,65,Male,BC,Christian,Unorganised Worker,10th Pass,70595.33,Single,Nagapattinam,5.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Priya,57,Male,SC,Hindu,Unemployed,Post Graduate,35000.83,Married,Dindigul,3.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Arjun,30,Male,MBC,Muslim,Homemaker,5th Pass,54089.65,Single,Salem,4.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Venkat,14,Female,ST,Muslim,Student,12th Pass,101829.93,Single,Erode,5.0,BPL,Yes,No,No,0.0,Special School Assistance
Selvam,19,Male,OC,Others,Student,10th Pass,170119.36,Single,Madurai,3.0,APL,No,Yes,No,0.0,CM Youth Sports Incentive
Sumathy,44,Female,BC,Hindu,Unemployed,Post Graduate,30843.07,Single,Madurai,4.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Divya,59,Female,BC,Hindu,Unorganised Worker,No Formal Education,72922.23,Married,Coimbatore,2.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Selvam,27,Male,MBC,Muslim,Construction Worker,No Formal Education,74383.03,Married,Vellore,5.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Lakshmi,60,Male,SC,Christian,Toddy Tapper,5th Pass,18440.26,Married,Nagapattinam,6.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Rekha,64,Female,ST,Christian,Unemployed,10th Pass,172933.54,Married,Dindigul,3.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Selvam,44,Female,ST,Muslim,Farmer,10th Pass,30526.62,Widowed,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Vijay,66,Male,OC,Christian,Homemaker,12th Pass,104313.33,Married,Nagapattinam,2.0,APL,No,Yes,Yes,2.37,CMCHIS – Chief Minister's Health Insurance
Vijay,30,Female,MBC,Others,Farmer,8th Pass,59356.43,Married,Sivaganga,3.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Sangeetha,29,Male,SC,Christian,Unorganised Worker,12th Pass,181667.01,Married,Ramanathapuram,4.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Geetha,45,Female,OC,Christian,Employee,Post Graduate,215110.47,Married,Kancheepuram,5.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Murugan,69,Female,ST,Muslim,Unorganised Worker,Post Graduate,207407.63,Single,Chennai,2.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Murugan,21,Female,BC,Muslim,Student,10th Pass,137369.38,Single,,5.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Vijay,37,Female,BC,Hindu,Self-employed,Graduate,224398.33,Single,Erode,4.0,APL,No,Yes,No,0.0,MSME Subsidy Scheme
Vijay,55,Female,ST,Muslim,Homemaker,12th Pass,172798.87,Married,Thanjavur,2.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Sangeetha,51,Female,OC,Hindu,Farmer,Post Graduate,39971.55,Married,Chennai,5.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Divya,58,Female,MBC,Christian,Homemaker,5th Pass,68416.01,Married,Thanjavur,4.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
,26,Female,ST,Others,Student,8th Pass,164731.44,Single,Cuddalore,4.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
Lakshmi,64,Male,MBC,Muslim,Student,Graduate,143770.91,Married,Cuddalore,2.0,BPL,No,Yes,Yes,0.59,Chief Minister's Green Tamil Nadu Mission
Selvam,22,Female,MBC,Muslim,Homemaker,5th Pass,152542.21,Married,Madurai,5.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Priya,40,Female,MBC,Christian,Employee,12th Pass,183001.93,Single,Kancheepuram,2.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Murugan,40,Female,MBC,Muslim,Homemaker,Graduate,88503.67,Married,Ramanathapuram,3.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Rekha,18,Female,BC,,Homemaker,No Formal Education,155666.72,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Kavitha,28,Female,SC,Others,Student,Post Graduate,27056.13,Single,Chennai,4.0,,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Divya,37,Female,ST,Muslim,Homemaker,No Formal Education,24968.82,Married,Sivaganga,5.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Karthik,29,Female,MBC,Christian,Homemaker,Post Graduate,40110.93,Married,Kancheepuram,6.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Anitha,26,Female,SC,Christian,Farmer,8th Pass,54844.96,Single,Namakkal,3.0,APL,No,Yes,Yes,2.57,PM Kisan Samman Nidhi
Arjun,58,Female,SC,Christian,Farmer,12th Pass,44121.94,Married,Thoothukudi,3.0,BPL,No,Yes,Yes,2.4,Free Distribution of Seeds and Fertilizers
Anitha,62,Female,BC,Christian,Farmer,Post Graduate,90096.96,Married,Krishnagiri,6.0,,No,Yes,Yes,3.63,Free Borewell Scheme for Farmers
Priya,44,Female,BC,Hindu,Farmer,5th Pass,183973.86,Married,Krishnagiri,4.0,BPL,No,Yes,Yes,1.75,Crop Insurance Scheme (PMFBY)
Priya,46,Male,SC,Muslim,Farmer,5th Pass,,Married,Thanjavur,5.0,APL,No,Yes,Yes,4.65,Kisan Credit Card Scheme
Murugan,52,Female,SC,Christian,Farmer,No Formal Education,161920.41,Married,Tiruchirappalli,5.0,BPL,No,Yes,Yes,2.26,Solar Pump Scheme for Farmers
Murugan,63,Male,SC,Muslim,Farmer,12th Pass,168716.75,Married,Erode,3.0,BPL,No,Yes,Yes,4.31,Coconut Development Board Subsidy
Lakshmi,47,Male,SC,Hindu,Fisher,Post Graduate,28040.81,Married,Thanjavur,2.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Divya,54,Male,SC,Others,Fisher,8th Pass,58568.08,Married,Madurai,5.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Nithya,57,Male,ST,Christian,Fisher,8th Pass,59630.93,Married,Namakkal,6.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Venkat,36,Male,SC,Hindu,Fisher,8th Pass,23650.06,Married,Vellore,2.0,BPL,No,,No,0.0,Fishermen Saving-cum-Relief Scheme
Kavitha,8,Male,SC,Hindu,Student,No Formal Education,112370.02,Single,Coimbatore,5.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Kavitha,16,Female,BC,Muslim,Student,10th Pass,56039.96,Single,Cuddalore,5.0,APL,No,Yes,No,0.0,Free Laptop Scheme
Geetha,18,Female,MBC,Others,Student,12th Pass,133001.34,Single,Krishnagiri,2.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Geetha,27,Female,BC,Hindu,Unemployed,Post Graduate,204980.59,Single,Krishnagiri,3.0,BPL,No,Yes,No,0.0,CM Internship Programme
Kumar,28,Female,MBC,Others,Unemployed,Graduate,132633.28,Single,Tiruchirappalli,3.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Nithya,10,Female,SC,Hindu,Student,,102770.24,Single,Kancheepuram,3.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Rekha,25,Female,SC,Others,Student,Post Graduate,50198.63,Single,Cuddalore,2.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Murugan,62,Female,SC,Muslim,Homemaker,8th Pass,36896.03,Married,Thoothukudi,7.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Lakshmi,12,Male,SC,Muslim,Student,Graduate,189474.6,Single,Virudhunagar,3.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Selvam,42,Female,SC,Others,Self-employed,Post Graduate,186400.96,Single,Tirunelveli,5.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Murugan,22,Male,SC,Muslim,Farmer,12th Pass,301569.84,Married,Krishnagiri,4.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Anitha,64,Male,BC,Hindu,Unemployed,5th Pass,87290.61,Widowed,Vellore,4.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Balu,25,Female,SC,Others,Student,5th Pass,78874.08,Married,Erode,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Lakshmi,39,Female,MBC,,Homemaker,10th Pass,,Married,Vellore,3.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Geetha,17,Female,SC,Muslim,Student,12th Pass,184050.48,Single,Madurai,6.0,BPL,Yes,No,No,0.0,Special School Assistance
,24,Female,MBC,Muslim,Student,Post Graduate,99896.32,Single,Cuddalore,2.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Kumar,37,Male,SC,Christian,Unemployed,10th Pass,48364.82,Married,Tirunelveli,4.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Sangeetha,35,Male,BC,Others,Unorganised Worker,,108817.55,Married,Thoothukudi,5.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Kavitha,34,Male,MBC,Christian,Construction Worker,8th Pass,113050.93,Married,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Priya,46,Male,ST,Hindu,Toddy Tapper,Graduate,67977.03,Married,Thoothukudi,6.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Karthik,66,Male,OC,Hindu,Unemployed,12th Pass,117430.72,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Geetha,35,Female,MBC,Christian,Homemaker,5th Pass,53041.8,Widowed,Tirunelveli,4.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Sangeetha,30,Male,SC,Others,Employee,Post Graduate,179030.59,Single,Vellore,2.0,BPL,No,Yes,No,2.25,CMCHIS – Chief Minister's Health Insurance
Karthik,50,Female,OC,Hindu,Unorganised Worker,12th Pass,55163.73,Married,Vellore,6.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Lakshmi,23,Male,ST,Christian,Unorganised Worker,Graduate,199694.32,Married,Dindigul,5.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Kavitha,30,Female,SC,Christian,Employee,10th Pass,43233.62,Married,Villupuram,2.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Anitha,35,Female,SC,Muslim,Construction Worker,Graduate,93899.87,Married,,2.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Karthik,27,Female,SC,Muslim,Student,Post Graduate,80041.93,Single,Virudhunagar,4.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Arjun,23,Male,OC,Others,Self-employed,Graduate,136665.24,Married,Thoothukudi,5.0,APL,No,Yes,No,0.0,MSME Subsidy Scheme
,37,Female,SC,Muslim,Homemaker,No Formal Education,164779.11,Married,Villupuram,2.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Karthik,42,Male,SC,Others,Unorganised Worker,12th Pass,161207.92,Married,Dindigul,3.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Lakshmi,34,Female,SC,Christian,Homemaker,Post Graduate,28838.84,Married,Thoothukudi,3.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Divya,34,Male,SC,Others,Employee,10th Pass,206500.79,Married,Sivaganga,3.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
Divya,24,Female,SC,Others,Student,No Formal Education,322427.25,Single,Villupuram,3.0,BPL,No,Yes,No,2.59,Chief Minister's Green Tamil Nadu Mission
Karthik,32,Female,OC,Muslim,Homemaker,No Formal Education,168958.75,Married,Dindigul,2.0,BPL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Rajan,32,Female,MBC,Others,Employee,10th Pass,83285.23,Single,Dindigul,4.0,BPL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Rekha,25,Female,ST,Muslim,Homemaker,No Formal Education,102166.95,Married,Vellore,6.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Murugan,18,Female,BC,Christian,Homemaker,Post Graduate,41361.06,Married,Vellore,6.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Murugan,21,Female,SC,Christian,Student,,80505.24,Single,Erode,2.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Geetha,18,Female,MBC,Muslim,Homemaker,No Formal Education,68994.17,Married,Erode,2.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Geetha,32,Female,ST,Hindu,Homemaker,5th Pass,20854.46,Married,Villupuram,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Venkat,22,Male,SC,Others,Farmer,10th Pass,96342.35,Married,Cuddalore,2.0,APL,No,Yes,Yes,0.98,PM Kisan Samman Nidhi
Sumathy,33,Male,ST,Muslim,Farmer,8th Pass,56713.16,Married,Salem,7.0,BPL,No,Yes,Yes,1.15,Free Distribution of Seeds and Fertilizers
Divya,39,Male,MBC,Others,Farmer,8th Pass,61040.01,Married,Vellore,3.0,BPL,No,Yes,Yes,2.95,Free Borewell Scheme for Farmers
Rekha,39,Male,ST,Others,Farmer,Graduate,180108.14,Married,Tiruchirappalli,6.0,APL,No,Yes,Yes,1.71,Crop Insurance Scheme (PMFBY)
Nithya,56,Female,OC,Others,Farmer,8th Pass,385456.81,Married,Coimbatore,3.0,BPL,No,Yes,Yes,3.33,Kisan Credit Card Scheme
Karthik,64,Male,BC,Christian,Farmer,8th Pass,70146.07,Married,Chennai,3.0,BPL,No,Yes,Yes,2.04,Solar Pump Scheme for Farmers
Lakshmi,62,Female,BC,Hindu,Farmer,Post Graduate,145064.41,Married,Tirunelveli,3.0,APL,No,Yes,Yes,4.06,Coconut Development Board Subsidy
Vijay,49,Male,ST,Others,Fisher,8th Pass,25206.24,Married,Salem,5.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Priya,30,Male,MBC,Muslim,Fisher,8th Pass,29271.92,Married,Nagapattinam,6.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Divya,40,Male,MBC,Others,Fisher,8th Pass,72726.34,Married,Coimbatore,3.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Sumathy,47,Male,BC,Muslim,Fisher,8th Pass,93377.77,Married,Erode,2.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Geetha,10,Male,SC,Muslim,Student,No Formal Education,47180.67,Single,Erode,2.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Karthik,15,Female,ST,Christian,Student,10th Pass,179195.53,Single,Sivaganga,2.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Balu,18,Female,ST,Muslim,Student,Post Graduate,50666.27,Single,Nagapattinam,3.0,,No,Yes,No,0.0,Pudhumai Penn Scheme
Priya,30,Female,OC,Hindu,Unemployed,Post Graduate,74561.5,Single,Erode,4.0,APL,No,Yes,No,0.0,CM Internship Programme
Meena,33,Female,SC,Hindu,Unemployed,Post Graduate,44927.69,Single,Coimbatore,6.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Kumar,5,Female,SC,Christian,Student,12th Pass,109506.22,Single,Erode,4.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Sumathy,19,Male,SC,Muslim,Student,Graduate,169983.85,Single,Krishnagiri,3.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Sumathy,35,Female,SC,Christian,Homemaker,12th Pass,34964.57,Married,Namakkal,4.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Vijay,22,Male,SC,Hindu,Student,Graduate,70638.72,Single,Kancheepuram,5.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Sangeetha,28,Female,SC,Christian,Self-employed,10th Pass,86036.83,Single,Erode,2.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
,42,Male,SC,Muslim,Farmer,10th Pass,434449.58,Married,Namakkal,2.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Lakshmi,73,Female,ST,Muslim,Unorganised Worker,10th Pass,58336.08,,Thoothukudi,1.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Arjun,74,Female,BC,Muslim,Homemaker,8th Pass,128353.6,Widowed,Kancheepuram,3.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Selvam,21,Female,ST,Others,Unemployed,Post Graduate,47647.25,Single,Chennai,2.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
,17,Male,BC,Christian,Student,12th Pass,57263.04,Single,Tirunelveli,2.0,BPL,Yes,No,No,0.0,Special School Assistance
Kavitha,23,Female,ST,Christian,Student,10th Pass,124523.8,Single,Sivaganga,2.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Divya,44,Male,MBC,Others,Unemployed,Post Graduate,98860.37,Married,Nagapattinam,6.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
